"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Hampshire","E10000014","Upper tier local authority","2020-03-17",15,117
"Bedford","E06000055","Upper tier local authority","2020-03-17",2,3
"Barnet","E09000003","Upper tier local authority","2020-03-17",7,72
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-17",6,21
"Oldham","E08000004","Upper tier local authority","2020-03-17",1,15
"Southwark","E09000028","Upper tier local authority","2020-03-17",19,110
"East Sussex","E10000011","Upper tier local authority","2020-03-17",6,13
"South West","E12000009","Region","2020-03-17",21,206
"Dorset","E06000059","Upper tier local authority","2020-03-17",2,10
"Havering","E09000016","Upper tier local authority","2020-03-17",3,18
"Yorkshire and The Humber","E12000003","Region","2020-03-17",31,170
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-17",3,9
"Hounslow","E09000018","Upper tier local authority","2020-03-17",8,44
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-17",6,34
"Derbyshire","E10000007","Upper tier local authority","2020-03-17",9,71
"Kent","E10000016","Upper tier local authority","2020-03-17",5,52
"West Berkshire","E06000037","Upper tier local authority","2020-03-17",1,7
"Lewisham","E09000023","Upper tier local authority","2020-03-17",8,48
"Bristol, City of","E06000023","Upper tier local authority","2020-03-17",4,15
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-17",1,10
"Camden","E09000007","Upper tier local authority","2020-03-17",4,40
"North Yorkshire","E10000023","Upper tier local authority","2020-03-17",2,16
"County Durham","E06000047","Upper tier local authority","2020-03-17",2,5
"Lincolnshire","E10000019","Upper tier local authority","2020-03-17",2,16
"West Sussex","E10000032","Upper tier local authority","2020-03-17",9,30
"Lancashire","E10000017","Upper tier local authority","2020-03-17",4,28
"Westminster","E09000033","Upper tier local authority","2020-03-17",10,99
"Gloucestershire","E10000013","Upper tier local authority","2020-03-17",5,24
"Liverpool","E08000012","Upper tier local authority","2020-03-17",4,20
"East of England","E12000006","Region","2020-03-17",38,229
"Bury","E08000002","Upper tier local authority","2020-03-17",2,10
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-17",2,16
"Wigan","E08000010","Upper tier local authority","2020-03-17",1,8
"Sutton","E09000029","Upper tier local authority","2020-03-17",4,21
"Wiltshire","E06000054","Upper tier local authority","2020-03-17",1,18
"Wandsworth","E09000032","Upper tier local authority","2020-03-17",20,98
"Hackney","E09000012","Upper tier local authority","2020-03-17",6,43
"Birmingham","E08000025","Upper tier local authority","2020-03-17",24,94
"Cumbria","E10000006","Upper tier local authority","2020-03-17",12,56
"Blackpool","E06000009","Upper tier local authority","2020-03-17",2,6
"Worcestershire","E10000034","Upper tier local authority","2020-03-17",6,28
"Devon","E10000008","Upper tier local authority","2020-03-17",2,41
"Wokingham","E06000041","Upper tier local authority","2020-03-17",1,13
"Stockport","E08000007","Upper tier local authority","2020-03-17",6,21
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-17",1,18
"North Somerset","E06000024","Upper tier local authority","2020-03-17",1,17
"Leicester","E06000016","Upper tier local authority","2020-03-17",3,8
"York","E06000014","Upper tier local authority","2020-03-17",2,7
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-17",1,2
"Solihull","E08000029","Upper tier local authority","2020-03-17",1,4
"Suffolk","E10000029","Upper tier local authority","2020-03-17",4,21
"England","E92000001","Country","2020-03-17",678,3901
"Nottingham","E06000018","Upper tier local authority","2020-03-17",5,23
"Kirklees","E08000034","Upper tier local authority","2020-03-17",1,7
"Redbridge","E09000026","Upper tier local authority","2020-03-17",8,27
"Merton","E09000024","Upper tier local authority","2020-03-17",10,50
"North West","E12000002","Region","2020-03-17",55,325
"Brent","E09000005","Upper tier local authority","2020-03-17",23,81
"Coventry","E08000026","Upper tier local authority","2020-03-17",4,17
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-17",6,19
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-17",1,11
"Norfolk","E10000020","Upper tier local authority","2020-03-17",6,23
"Walsall","E08000030","Upper tier local authority","2020-03-17",4,27
"Medway","E06000035","Upper tier local authority","2020-03-17",2,16
"Warwickshire","E10000031","Upper tier local authority","2020-03-17",4,36
"Islington","E09000019","Upper tier local authority","2020-03-17",7,45
"Dudley","E08000027","Upper tier local authority","2020-03-17",2,20
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-17",2,8
"Sheffield","E08000019","Upper tier local authority","2020-03-17",13,63
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-17",1,7
"Reading","E06000038","Upper tier local authority","2020-03-17",2,11
"Bromley","E09000006","Upper tier local authority","2020-03-17",9,49
"Oxfordshire","E10000025","Upper tier local authority","2020-03-17",9,44
"Lambeth","E09000022","Upper tier local authority","2020-03-17",21,104
"Torbay","E06000027","Upper tier local authority","2020-03-17",1,9
"Haringey","E09000014","Upper tier local authority","2020-03-17",4,38
"Gateshead","E08000037","Upper tier local authority","2020-03-17",1,2
"Leeds","E08000035","Upper tier local authority","2020-03-17",3,18
"Doncaster","E08000017","Upper tier local authority","2020-03-17",2,6
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-17",8,40
"Northamptonshire","E10000021","Upper tier local authority","2020-03-17",4,25
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-17",1,6
"Staffordshire","E10000028","Upper tier local authority","2020-03-17",5,40
"Rochdale","E08000005","Upper tier local authority","2020-03-17",5,13
"London","E12000007","Region","2020-03-17",309,1620
"Southampton","E06000045","Upper tier local authority","2020-03-17",1,9
"Wolverhampton","E08000031","Upper tier local authority","2020-03-17",15,59
"Bexley","E09000004","Upper tier local authority","2020-03-17",6,31
"West Midlands","E12000005","Region","2020-03-17",69,388
"Rotherham","E08000018","Upper tier local authority","2020-03-17",2,8
"Surrey","E10000030","Upper tier local authority","2020-03-17",19,92
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-17",5,18
"Manchester","E08000003","Upper tier local authority","2020-03-17",4,28
"Cheshire East","E06000049","Upper tier local authority","2020-03-17",4,15
"South East","E12000008","Region","2020-03-17",89,559
"East Midlands","E12000004","Region","2020-03-17",33,231
"Luton","E06000032","Upper tier local authority","2020-03-17",5,8
"Tameside","E08000008","Upper tier local authority","2020-03-17",3,19
"Enfield","E09000010","Upper tier local authority","2020-03-17",12,44
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-17",3,44
"Greenwich","E09000011","Upper tier local authority","2020-03-17",14,46
"North East","E12000001","Region","2020-03-17",16,62
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-17",1,4
"Bolton","E08000001","Upper tier local authority","2020-03-17",1,13
"Barnsley","E08000016","Upper tier local authority","2020-03-17",2,9
"Ealing","E09000009","Upper tier local authority","2020-03-17",8,62
"Salford","E08000006","Upper tier local authority","2020-03-17",2,11
"Hertfordshire","E10000015","Upper tier local authority","2020-03-17",5,73
"North Tyneside","E08000022","Upper tier local authority","2020-03-17",1,8
"Portsmouth","E06000044","Upper tier local authority","2020-03-17",3,17
"Hartlepool","E06000001","Upper tier local authority","2020-03-18",1,2
"East Sussex","E10000011","Upper tier local authority","2020-03-18",3,16
"Sunderland","E08000024","Upper tier local authority","2020-03-18",1,6
"Wiltshire","E06000054","Upper tier local authority","2020-03-18",4,22
"Yorkshire and The Humber","E12000003","Region","2020-03-18",46,216
"Medway","E06000035","Upper tier local authority","2020-03-18",1,17
"St. Helens","E08000013","Upper tier local authority","2020-03-18",2,5
"Luton","E06000032","Upper tier local authority","2020-03-18",6,14
"Merton","E09000024","Upper tier local authority","2020-03-18",13,63
"Leicestershire","E10000018","Upper tier local authority","2020-03-18",12,36
"Northumberland","E06000057","Upper tier local authority","2020-03-18",1,7
"Lewisham","E09000023","Upper tier local authority","2020-03-18",9,57
"Bexley","E09000004","Upper tier local authority","2020-03-18",5,36
"Salford","E08000006","Upper tier local authority","2020-03-18",3,14
"West Midlands","E12000005","Region","2020-03-18",98,486
"Sutton","E09000029","Upper tier local authority","2020-03-18",5,26
"Bristol, City of","E06000023","Upper tier local authority","2020-03-18",7,22
"Derbyshire","E10000007","Upper tier local authority","2020-03-18",11,82
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-18",2,16
"Oldham","E08000004","Upper tier local authority","2020-03-18",2,17
"County Durham","E06000047","Upper tier local authority","2020-03-18",2,7
"Southwark","E09000028","Upper tier local authority","2020-03-18",20,130
"Middlesbrough","E06000002","Upper tier local authority","2020-03-18",1,2
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-18",1,9
"North East","E12000001","Region","2020-03-18",13,75
"Trafford","E08000009","Upper tier local authority","2020-03-18",5,21
"Sefton","E08000014","Upper tier local authority","2020-03-18",1,8
"Sheffield","E08000019","Upper tier local authority","2020-03-18",18,81
"North Yorkshire","E10000023","Upper tier local authority","2020-03-18",3,19
"Manchester","E08000003","Upper tier local authority","2020-03-18",3,31
"Torbay","E06000027","Upper tier local authority","2020-03-18",1,10
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-18",3,22
"Redbridge","E09000026","Upper tier local authority","2020-03-18",12,39
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-18",5,21
"Waltham Forest","E09000031","Upper tier local authority","2020-03-18",11,33
"Lincolnshire","E10000019","Upper tier local authority","2020-03-18",5,21
"North West","E12000002","Region","2020-03-18",84,409
"London","E12000007","Region","2020-03-18",356,1976
"Camden","E09000007","Upper tier local authority","2020-03-18",10,50
"Bury","E08000002","Upper tier local authority","2020-03-18",2,12
"Kirklees","E08000034","Upper tier local authority","2020-03-18",5,12
"Wolverhampton","E08000031","Upper tier local authority","2020-03-18",6,65
"South East","E12000008","Region","2020-03-18",122,681
"Brent","E09000005","Upper tier local authority","2020-03-18",22,103
"Coventry","E08000026","Upper tier local authority","2020-03-18",4,21
"Gloucestershire","E10000013","Upper tier local authority","2020-03-18",8,32
"Hackney","E09000012","Upper tier local authority","2020-03-18",7,48
"Shropshire","E06000051","Upper tier local authority","2020-03-18",4,26
"Bedford","E06000055","Upper tier local authority","2020-03-18",2,5
"Westminster","E09000033","Upper tier local authority","2020-03-18",9,108
"Solihull","E08000029","Upper tier local authority","2020-03-18",1,5
"Suffolk","E10000029","Upper tier local authority","2020-03-18",4,25
"Norfolk","E10000020","Upper tier local authority","2020-03-18",9,32
"England","E92000001","Country","2020-03-18",910,4811
"Stockport","E08000007","Upper tier local authority","2020-03-18",7,28
"Hertfordshire","E10000015","Upper tier local authority","2020-03-18",24,97
"Hillingdon","E09000017","Upper tier local authority","2020-03-18",5,53
"Leicester","E06000016","Upper tier local authority","2020-03-18",5,13
"Kent","E10000016","Upper tier local authority","2020-03-18",12,64
"Liverpool","E08000012","Upper tier local authority","2020-03-18",9,29
"Bolton","E08000001","Upper tier local authority","2020-03-18",3,16
"Hounslow","E09000018","Upper tier local authority","2020-03-18",10,54
"Oxfordshire","E10000025","Upper tier local authority","2020-03-18",7,51
"East Midlands","E12000004","Region","2020-03-18",49,280
"Ealing","E09000009","Upper tier local authority","2020-03-18",18,80
"Haringey","E09000014","Upper tier local authority","2020-03-18",13,51
"York","E06000014","Upper tier local authority","2020-03-18",2,9
"Warwickshire","E10000031","Upper tier local authority","2020-03-18",15,51
"Rotherham","E08000018","Upper tier local authority","2020-03-18",2,10
"Portsmouth","E06000044","Upper tier local authority","2020-03-18",3,20
"Wandsworth","E09000032","Upper tier local authority","2020-03-18",15,113
"Tameside","E08000008","Upper tier local authority","2020-03-18",3,22
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-18",5,23
"Cumbria","E10000006","Upper tier local authority","2020-03-18",23,79
"Bromley","E09000006","Upper tier local authority","2020-03-18",13,62
"Wakefield","E08000036","Upper tier local authority","2020-03-18",4,9
"Dorset","E06000059","Upper tier local authority","2020-03-18",1,11
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-18",6,17
"Lambeth","E09000022","Upper tier local authority","2020-03-18",17,121
"Surrey","E10000030","Upper tier local authority","2020-03-18",34,126
"Milton Keynes","E06000042","Upper tier local authority","2020-03-18",12,21
"Nottingham","E06000018","Upper tier local authority","2020-03-18",2,25
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-18",2,13
"Devon","E10000008","Upper tier local authority","2020-03-18",3,44
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-18",9,49
"Islington","E09000019","Upper tier local authority","2020-03-18",8,53
